552,TSLX,1.43B,5.51,1.29,-,21.52
554,CNK,4.02B,1.22,2.67,8.33,33.98
556,EBF,570.30M,1.34,1.93,10.86,21.91
558,HP,4.81B,1.72,1.23,12.00,45.17
560,PBR-A,99.40B,-,1.30,-,15.24
541,BSAC,11.12B,3.65,2.52,1.65,23.61
543,CMA,10.32B,3.62,1.47,2.42,71.83
545,RY,113.29B,3.60,1.90,0.31,78.66
547,WFC,230.31B,3.42,1.37,0.58,54.15
549,EFC,622.81M,4.11,0.98,18.70,18.47
551,SC,8.01B,1.03,1.11,207.63,23.50
553,AMC,769.16M,0.14,0.64,7.66,7.34
555,SXC,538.72M,0.34,1.07,5.75,6.21
557,CEO,73.47B,2.24,1.19,2.81,164.16
559,KRP,438.04M,3.87,1.10,21.58,16.88
562,AROC,1.52B,1.60,1.36,447.20,10.05
564,ET,34.87B,0.64,1.65,165.26,13.14
566,RES,1.14B,0.84,1.28,23.02,5.11
568,TGE,6.22B,7.27,2.14,388.77,22.10
570,AM,3.70B,6.68,1.07,-,7.46
572,CEQP,2.30B,0.74,1.72,1439.32,32.15
574,CQP,20.16B,2.95,30.07,11.81,40.90
576,ENB,79.69B,2.12,1.71,128.34,39.67
578,ENLC,3.03B,0.44,0.95,29.62,6.25
580,GEL,2.63B,1.02,1.71,46.42,21.05
561,VET,2.60B,-,1.34,-,16.71
563,CLB,2.08B,3.04,11.00,159.04,47.21
565,HESM,1.26B,1.77,2.56,361.31,22.98
567,SLB,55.73B,1.70,2.32,24.31,40.07
569,USAC,1.85B,2.67,1.38,-,17.65
571,BGH,347.60M,-,-,-,17.33
573,CNXM,1.06B,3.58,2.97,622.29,16.61
575,DCP,3.70B,0.45,0.62,1850.95,25.64
577,ENBL,4.65B,1.46,0.65,387.48,10.58
579,EQM,5.73B,3.61,1.29,69.98,28.95
582,HEP,2.45B,4.60,5.93,327.17,22.76
584,MMP,14.15B,4.96,5.31,104.44,62.02
586,NBLX,1.10B,1.79,1.83,62.42,28.52
588,PAA,13.65B,0.41,1.30,22.42,19.06
590,PBA,19.13B,-,2.17,-,37.37
592,SGU,451.71M,0.26,1.76,92.19,9.45
594,TCP,3.15B,6.06,5.10,35.00,43.62
596,TRP,50.18B,4.74,2.48,26.83,53.84
598,WMB,28.86B,3.48,2.12,116.86,23.81
600,CVI,4.09B,0.63,2.89,5.92,41.04
581,GPP,325.92M,3.82,-,325.92,13.97
583,KMI,47.72B,3.50,1.43,198.01,21.20
585,MPLX,27.51B,3.26,1.49,670.89,26.01
587,NS,2.92B,1.81,2.83,189.31,26.60
589,PAGP,4.82B,0.14,1.52,7.89,19.47
591,PBFX,1.33B,4.05,12.18,25.25,20.95
593,SHLX,4.83B,9.29,1.47,16.41,20.56
595,TRGP,9.34B,1.06,1.78,28.63,40.70
597,WES,9.36B,3.63,2.91,79.71,20.44
599,CAPL,619.93M,0.28,6.86,114.80,18.26
602,MPC,38.96B,0.31,1.18,25.55,60.47
604,PBF,3.74B,0.15,1.26,6.97,31.54
606,PSXP,13.77B,12.41,6.01,21.03,62.77
608,SRLP,385.02M,0.11,4.01,55.80,16.74
610,VLO,38.90B,0.36,1.84,18.20,94.42
612,GEF,2.33B,0.51,1.89,30.18,44.33
614,IP,18.13B,0.79,2.44,26.02,46.19
616,MERC,814.89M,0.48,1.39,3.08,12.56
618,UFS,2.23B,0.42,0.97,22.78,38.66
620,KMB,47.18B,2.56,-,113.41,137.23
601,DK,2.51B,0.26,1.51,2.49,33.97
603,NGL,1.54B,0.07,0.88,72.77,11.71
605,PSX,49.56B,0.46,2.02,21.85,112.06
607,SHI,5.21B,0.38,0.79,2.42,29.83
609,SUN,2.60B,0.16,3.36,200.25,30.91
611,AMCR,17.63B,1.77,3.25,36.71,10.85
613,GEF-B,1.13B,0.25,2.18,-,51.20
615,WRK,11.03B,0.60,0.95,72.78,42.97
617,SWM,1.33B,1.29,2.27,15.65,42.54
619,COTY,8.28B,0.97,1.85,23.62,10.93
622,UL,149.39B,2.65,10.52,27.85,56.80
624,FRG,505.23M,3.09,2.37,5.85,24.49
626,BGS,1.12B,0.68,1.37,4.21,17.81
628,GIS,31.66B,1.89,4.13,56.51,52.42
630,SJM,11.80B,1.54,1.44,241.77,102.65
632,DGICA,409.79M,0.51,0.95,7.41,14.63
634,HCI,367.88M,1.58,1.88,1.71,45.87
636,NGHCN,2.73B,0.55,1.37,-,25.45
638,NGHCP,2.73B,0.55,1.37,-,25.48
640,SAFT,1.45B,1.69,1.79,30.45,93.36
621,NUS,2.23B,0.88,2.66,6.79,40.46
623,UN,148.35B,2.63,11.34,-,56.97
625,HRB,4.53B,1.46,-,18.46,23.39
627,FLO,4.51B,1.10,3.57,644.39,21.81
629,K,23.41B,1.71,8.58,51.68,68.66
631,CNA,12.03B,1.15,0.99,35.39,44.30
633,GBLI,415.39M,0.76,0.59,5.31,29.15
635,MCY,2.67B,0.70,1.48,8.48,48.04
637,NGHCO,2.73B,0.55,1.37,-,25.45
639,ORI,6.69B,1.04,1.15,61.02,22.15
642,UFCS,1.11B,0.95,1.13,8.53,43.31
644,AKR,2.23B,7.75,1.44,46.26,25.70
646,LMRK,423.29M,7.24,1.08,86.39,16.58
648,WPG,667.93M,0.99,1.08,18.55,3.55
650,TPCO,481.38M,0.47,1.59,8.52,13.32
652,GBX,1.07B,0.35,0.89,3.24,32.63
654,ALEX,1.51B,2.40,1.33,209.06,20.73
656,INN,1.28B,2.33,1.08,26.54,12.29
658,MOV,356.34M,0.50,0.96,3.07,21.57
660,MPX,490.33M,1.60,6.02,21.32,14.94
641,SLF,26.79B,0.89,1.60,5.65,45.40
643,ADC,2.95B,16.78,1.95,314.21,69.35
645,KW,3.13B,5.17,2.53,8.12,22.30
647,RLGY,1.16B,0.20,0.52,4.38,9.85
649,GCI,753.65M,0.48,0.60,26.35,6.27
651,MDP,1.53B,0.49,1.62,55.94,33.01
653,TRN,2.82B,0.98,1.36,28.91,22.98
655,BPY,8.05B,0.97,0.71,3.76,18.01
657,RMR,1.38B,1.94,2.52,3.86,45.05
659,HOG,5.83B,1.07,3.22,6.76,37.84
662,CZNC,363.82M,5.98,1.52,6.94,27.05
664,FISI,517.45M,3.08,1.24,3.78,32.20
666,SBSI,1.26B,5.29,1.55,7.88,37.32
668,UBSI,3.92B,5.12,1.17,3.28,38.54
670,ASB,3.52B,2.91,0.96,3.59,22.15
672,FFBC,2.55B,4.16,1.12,6.27,25.59
674,HBAN,15.69B,3.69,1.47,4.04,15.18
676,KEY,20.13B,3.84,1.32,9.07,20.37
678,PEBO,714.01M,4.24,1.20,3.99,34.56
680,TFSL,5.41B,11.22,3.18,14.35,19.57
661,CFG,18.16B,2.92,0.88,3.13,40.75
663,FCBC,480.16M,4.95,1.44,2.63,31.22
665,SASR,1.33B,3.83,1.20,6.35,38.06
667,SNV,5.66B,2.97,1.37,4.78,38.85
669,WSBC,2.56B,5.36,0.99,9.72,37.95
671,BUSE,1.52B,4.46,1.26,2.90,27.67
673,FITB,22.62B,3.72,1.15,3.33,31.12
675,IBCP,507.57M,3.42,1.50,5.01,22.70
677,MSBI,706.82M,2.87,1.08,1.71,28.98
679,PRK,1.70B,4.84,1.77,3.42,103.11
682,BPFH,1.01B,3.25,1.25,5.81,12.04
684,TRST,850.51M,4.44,1.62,1.85,8.82
686,WASH,941.29M,4.76,1.90,4.92,54.41
688,CPF,853.86M,4.00,1.62,7.60,29.96
690,FHB,3.85B,5.63,1.45,2.63,29.05
692,HOPE,1.92B,2.78,0.93,3.20,14.90
694,PACW,4.56B,3.71,0.93,4.96,38.66
696,CADE,2.30B,2.88,0.94,1.59,18.03
698,FHN,5.15B,3.18,1.12,1.47,16.58
700,OZK,4.04B,3.44,1.00,-,31.07
681,BHB,390.69M,2.92,1.01,3.95,25.72
683,FNLC,321.83M,4.14,1.55,5.29,29.91
685,VLY,4.68B,3.62,1.14,9.39,11.47
687,CATY,3.06B,4.02,1.37,3.63,38.35
689,CVBF,3.07B,6.62,1.55,6.43,21.75
691,HAFC,633.77M,2.56,1.08,3.79,20.08
693,HTBK,758.43M,5.59,1.41,1.72,12.87
695,UMPQ,3.98B,3.50,0.92,2.63,17.90
697,CTBI,830.06M,4.49,1.36,3.49,46.58
699,FNB,4.11B,3.30,0.88,5.04,12.70
702,TFC,75.86B,8.69,1.49,25.23,56.72
704,AFIN,1.40B,4.68,0.84,18.19,13.25
706,BDN,2.77B,4.83,1.64,92.58,15.71
708,CONE,7.31B,7.71,3.04,141.48,64.89
710,EPRT,1.97B,15.27,1.63,84.06,24.65
712,GLPI,9.13B,7.82,4.35,356.57,42.72
714,GOOD,746.00M,6.64,2.62,120.32,21.40
716,HASI,2.10B,14.74,2.38,11.27,32.23
718,LAMR,8.88B,5.17,7.63,381.24,88.81
720,NNN,9.03B,13.76,2.17,25.53,52.66
701,RF,16.70B,3.56,1.12,3.30,17.26
703,WTBA,412.93M,4.29,2.04,2.93,25.38
705,AHH,1.40B,6.38,2.95,31.65,17.98
707,CLNY,2.31B,0.96,0.54,5.08,4.78
709,CXW,2.10B,1.07,1.52,44.28,17.66
711,ESRT,2.52B,3.43,2.02,8.58,13.84
713,GNL,1.80B,5.99,1.05,5.88,19.95
715,GOODM,746.61M,6.65,3.17,-,25.76
717,IRET,932.77M,5.48,1.88,109.74,72.42
719,LXP,2.59B,7.85,1.69,20.54,10.55
722,SNR,619.45M,1.32,2.50,17.50,7.61
724,STOR,8.67B,13.57,1.99,314.27,37.02
726,UMH,634.11M,4.43,4.28,57.13,15.63
728,VICI,11.52B,13.04,1.44,14.88,25.03
730,WPC,13.54B,11.33,1.96,40.82,79.24
732,CTRE,1.97B,12.33,2.09,344.97,20.33
734,GEO,2.05B,0.83,2.02,37.89,17.09
736,HTA,6.18B,8.99,1.96,486.80,30.00
738,MPW,10.52B,13.52,1.52,22.80,20.70
740,OHI,9.05B,10.04,2.33,221.33,41.56
721,OLP,547.94M,6.63,1.80,50.27,27.22
723,SRC,4.84B,9.22,1.39,13.51,49.02
725,UE,2.30B,5.86,2.31,5.21,18.89
727,VER,9.78B,7.85,1.28,9.50,9.18
729,VNO,13.03B,6.49,2.10,11.51,67.91
731,CHCT,849.92M,15.12,2.62,499.95,41.93
733,DOC,3.52B,8.52,1.46,404.83,18.65
735,HR,4.41B,9.54,2.33,373.57,32.83
737,LTC,1.74B,9.56,2.21,435.84,43.88
739,NHI,3.51B,11.34,2.42,595.74,81.25
742,SBRA,4.20B,6.50,1.21,142.71,20.83
744,VTR,21.46B,5.65,1.97,144.87,57.61
746,APLE,3.59B,2.82,1.08,-,16.10
748,CLDT,859.70M,2.63,1.10,83.47,18.35
750,DRH,2.24B,2.43,1.24,84.05,11.14
752,HST,13.45B,2.45,1.82,6.62,18.82
754,MGP,13.02B,13.86,1.38,84.83,30.75
756,RHP,4.74B,3.12,14.37,46.61,86.93
758,SHO,3.20B,2.85,1.30,4.38,14.31
760,XHR,2.46B,2.15,1.40,21.08,21.80
741,PEAK,16.79B,8.80,2.79,134.34,33.70
743,SNH,1.89B,1.77,0.67,38.26,7.97
745,WELL,32.60B,6.39,2.14,122.63,80.48
747,BHR,312.56M,0.67,0.84,3.78,9.42
749,CPLG,606.40M,0.72,0.51,9.48,10.71
751,FCPT,1.88B,11.92,2.79,62.97,27.48
753,HT,559.07M,1.05,0.69,17.69,14.62
755,PEB,3.58B,2.44,0.97,120.07,27.14
757,RLJ,3.07B,1.90,1.07,3.63,18.05
759,SVC,3.99B,1.74,1.53,234.55,24.23
762,EXR,13.47B,10.52,5.34,216.15,104.60
764,ILPT,1.42B,6.81,1.42,61.14,22.03
766,LSI,5.00B,8.84,2.35,304.80,107.73
768,NSA,1.95B,5.18,2.80,43.60,32.93
770,QTS,3.08B,6.57,3.05,228.48,53.08
772,UNIT,1.61B,1.52,-,8.15,8.32
774,CLI,1.90B,3.59,1.32,54.62,22.81
776,CMCTP,1.32B,8.08,6.31,-,30.20
778,CXP,2.41B,8.16,0.90,16.35,20.70
780,DLR,24.86B,7.77,2.95,3452.26,118.11
761,CUBE,6.04B,9.56,3.33,827.74,31.32
763,IIPR,966.06M,30.38,1.96,9.67,78.35
765,JCAP,442.65M,10.39,1.01,63.24,19.50
767,MNR,1.41B,8.87,2.10,69.57,14.58
769,PSA,36.68B,13.00,7.36,67.75,211.36
771,STAG,4.10B,10.57,2.00,631.28,31.06
773,CIO,706.34M,4.67,1.59,57.43,13.22
775,CLNC,1.74B,3.18,0.80,28.87,13.24
777,COR,4.23B,7.48,22.95,900.92,111.99
779,DEA,1.72B,8.23,1.60,26.32,23.43
782,FSP,913.55M,3.43,1.15,45.23,8.48
784,OFC,3.20B,5.15,1.97,94.12,29.24
786,PDM,2.76B,5.15,1.65,268.30,21.97
788,ACC,6.35B,6.80,1.91,112.91,46.30
790,APTS,604.70M,1.34,0.32,7.02,13.16
792,IRT,1.24B,6.17,2.09,188.45,13.88
794,RESI,659.52M,3.16,1.84,14.09,12.39
796,BFS,1.19B,5.06,6.35,22.69,51.15
798,BPRAP,3.74B,2.39,2.85,-,25.34
800,EPR,5.47B,7.92,1.78,47.26,69.85
781,ESBA,384.13M,0.54,2.11,-,13.76
783,HIW,4.95B,6.82,2.35,42.39,48.04
785,OPI,1.52B,2.44,0.91,52.35,31.59
787,WRE,2.34B,7.51,1.75,181.25,28.89
789,AIV,7.57B,8.26,4.42,128.92,50.83
791,CPT,10.14B,10.04,2.90,64.50,105.06
793,MAA,14.68B,9.05,2.45,568.99,129.43
795,ALX,1.65B,7.26,6.40,5.44,327.58
797,BPR,1.19B,0.78,2.09,6.31,18.21
799,BRX,6.37B,5.43,2.30,218.83,21.33
802,GTY,1.34B,9.55,2.27,37.50,32.24
804,KRG,1.60B,4.89,1.23,39.57,19.04
806,O,23.69B,16.49,2.51,100.34,72.84
808,REG,10.37B,9.19,1.66,239.51,62.00
810,RPAI,2.85B,5.93,1.71,166.42,13.23
812,SITC,2.65B,5.10,1.66,111.70,13.59
814,SLG,7.42B,5.95,1.40,60.94,92.90
816,TCO,1.85B,2.84,32.39,29.56,30.12
818,WRI,3.97B,8.02,2.37,31.93,31.03
820,ABR,1.58B,2.92,1.46,11.71,14.51
801,FRT,9.68B,10.38,4.13,59.55,127.47
803,KIM,8.64B,7.54,1.75,61.17,20.46
805,MAC,3.83B,4.10,1.37,38.94,26.30
807,PEI,399.78M,1.16,0.87,34.17,5.20
809,ROIC,2.01B,6.78,1.69,304.75,17.33
811,RPT,1.17B,4.87,1.72,26.21,14.63
813,SKT,1.37B,2.82,2.90,291.35,14.82
815,SPG,44.95B,7.85,17.13,12.32,146.62
817,UBA,919.45M,6.68,2.52,106.91,24.26
819,WSR,544.45M,5.05,1.66,98.99,13.43
822,AGNC,9.74B,8.28,1.04,10.75,18.02
824,AGNCN,12.60B,-,1.50,-,26.37
826,ANH,364.79M,1.95,0.83,26.24,3.69
828,ARR,1.05B,-,0.76,6.53,17.86
830,BXMT,5.08B,5.85,1.37,60.23,37.99
832,CMO,778.94M,2.42,0.90,11.42,8.13
834,GPMT,1.02B,4.32,1.01,7.40,18.75
836,KREF,1.20B,4.47,1.06,16.04,20.77
838,MFA,3.61B,4.79,1.06,23.40,8.00
840,NLY,13.97B,-,1.07,7.79,9.77
821,ACRE,467.24M,3.48,1.10,77.87,16.32
823,AGNCM,12.41B,-,1.48,-,25.98
825,AJX,319.22M,2.52,0.89,5.51,14.98
827,ARI,2.89B,6.12,1.10,17.96,18.82
829,BRMK,1.66B,33.42,1.60,4.60,12.65
831,CIM,3.96B,2.89,1.00,24.64,21.26
833,DX,396.07M,2.47,0.98,9.48,17.05
835,IVR,2.37B,3.12,0.97,18.86,16.78
837,LADR,2.13B,4.42,1.31,25.64,18.08
839,MITT,523.97M,3.19,0.93,16.63,15.96
842,NYMT,1.79B,2.60,0.96,27.17,6.27
844,NYMTO,3.57B,20.86,4.34,-,25.27
846,ORC,375.84M,5.13,0.92,2.55,5.98
848,RC,803.84M,3.66,0.97,15.25,15.74
850,STWD,7.10B,5.90,1.52,25.01,25.33
852,TWO,4.11B,7.65,1.02,5.54,15.07
854,XAN,383.84M,2.63,0.67,7.48,11.98
856,FTAI,1.69B,2.90,1.62,17.06,19.92
858,HEES,1.17B,0.87,4.04,110.29,33.08
860,RCII,1.55B,0.58,3.59,21.05,28.44
841,NRZ,6.90B,3.29,1.02,9.35,16.65
843,NYMTN,3.59B,21.00,4.37,-,25.44
845,NYMTP,3.57B,20.89,4.35,-,25.31
847,PMT,2.32B,3.43,1.02,20.37,23.15
849,RWT,1.87B,3.41,0.95,4.75,16.64
851,TRTX,1.50B,4.55,1.03,15.15,20.30
853,WMC,567.81M,2.51,1.01,11.31,10.69
855,AYR,2.39B,2.56,1.17,9.40,32.02
857,GFNCP,3.17B,8.56,22.86,-,104.66
859,R,2.83B,0.32,1.14,37.25,54.18
862,MDC,2.31B,0.75,1.38,6.96,37.91
864,CCL,32.17B,1.57,1.40,27.90,51.33
866,CAKE,1.74B,0.74,3.20,5.67,39.13
868,DIN,1.39B,1.55,-,13.88,82.81
870,EAT,1.57B,0.48,-,54.03,42.09
872,GT,3.62B,0.24,0.73,4.17,15.07
874,FFIC,610.61M,2.21,1.09,4.01,21.63
876,NWBI,1.79B,4.35,1.30,13.89,16.63
878,PBCT,7.46B,4.11,0.96,6.57,16.86
880,AVGO,128.15B,5.67,5.89,23.46,317.98
861,TRTN,2.84B,1.94,1.40,60.67,39.96
863,BXG,813.45M,1.09,1.91,4.44,10.65
865,LVS,54.23B,3.96,10.03,14.21,69.94
867,CBRL,3.73B,1.21,6.15,86.28,155.05
869,DRI,13.39B,1.56,5.62,38.16,108.91
871,QSR,19.18B,3.48,8.13,-,64.33
873,MYE,602.16M,1.12,3.63,8.05,16.75
875,ISBC,3.32B,3.21,1.07,6.97,12.02
877,NYCB,5.57B,3.10,0.89,3.73,11.88
879,PFS,1.64B,4.37,1.14,4.26,24.76
882,TSM,289.70B,8.38,5.74,14.50,58.25
884,NVEC,347.51M,14.07,4.23,24.65,70.92
886,IMOS,835.53M,1.28,1.31,5.24,22.81
888,XPER,946.73M,2.40,1.64,7.73,18.71
890,FRO,2.44B,2.91,1.57,21.36,12.65
892,GLOG,793.88M,1.18,1.01,3.82,9.76
894,GMLP,627.13M,2.07,1.56,12.06,8.76
896,GOGL,855.74M,1.34,0.56,-,5.90
898,KNOP,655.77M,2.31,1.06,14.64,19.77
900,SSW,3.14B,2.76,0.97,10.35,14.36
881,MXIM,16.58B,7.51,9.40,9.25,61.69
883,HIMX,430.50M,0.63,0.51,3.36,2.53
885,CAMT,423.00M,3.16,3.23,5.10,10.95
887,UMC,6.47B,1.38,0.93,2.23,2.71
889,CMRE,1.10B,2.39,0.82,7.03,9.66
891,GLNG,1.46B,2.97,0.95,5.84,14.10
893,GLOP,792.28M,2.02,1.01,10.59,15.63
895,GNK,450.91M,1.15,0.45,2.72,10.86
897,HMLP,529.65M,3.66,1.78,14.43,15.61
899,SFL,1.76B,3.84,1.41,5.57,14.64
902,TK,536.22M,0.29,1.17,1.83,5.38
904,GPRE,574.22M,0.19,0.72,2.44,15.57
906,KRO,1.56B,0.91,1.87,4.04,13.67
908,MEOH,3.02B,0.97,2.15,3.52,39.24
910,OLN,2.82B,0.44,1.07,15.88,17.55
912,KAR,2.84B,0.93,1.73,5.58,21.62
914,ODP,1.55B,0.14,0.67,2.63,2.63
916,HHR,1.01B,8.53,22.30,41.01,20.52
918,PKX,18.47B,0.33,0.43,2.00,52.22
920,TX,4.56B,0.42,0.68,5.36,22.72
901,TGP,1.23B,2.05,0.72,5.24,15.77
903,CC,3.17B,0.56,3.60,4.56,18.41
905,IPHS,629.29M,0.83,1.85,20.50,31.96
907,LYB,32.00B,0.90,4.04,60.49,94.57
909,OEC,1.21B,0.79,6.71,16.86,19.66
911,TSE,1.86B,0.47,2.09,3.85,37.35
913,MED,1.24B,1.79,11.42,12.75,108.28
915,RVI,729.04M,2.90,0.92,10.22,36.82
917,RECN,524.30M,0.73,1.81,11.47,16.41
919,SCHN,609.61M,0.29,0.88,49.16,22.33
922,CHT,28.58B,4.15,2.37,26.87,37.12
924,CTL,14.41B,0.64,1.03,10.26,13.11
926,T,286.93B,1.57,1.57,43.55,39.16
928,VZ,253.62B,1.93,4.30,83.98,61.29
930,KT,6.09B,0.29,0.49,2.42,11.70
932,PHI,4.30B,3.02,2.09,-,19.69
934,VEON,4.36B,0.49,3.63,3.14,2.58
936,KTB,2.40B,0.91,43.16,58.78,42.30
938,FL,4.28B,0.53,1.80,5.75,40.89
940,UVV,1.40B,0.67,1.09,26.37,56.22
921,BCE,41.78B,2.30,3.22,56.77,46.11
923,CNSL,306.19M,0.23,0.79,49.39,3.92
925,GLIBP,2.90B,3.23,0.52,-,26.84
927,TIGO,4.96B,1.18,2.28,7.38,49.00
929,CHA,32.76B,0.61,0.67,10.05,40.88
931,ORAN,39.04B,0.84,1.10,-,14.64
933,TEF,36.50B,0.67,1.93,2.78,7.09
935,HBI,5.27B,0.75,4.36,16.53,14.68
937,LEVI,7.57B,1.31,5.30,8.02,19.66
939,TPR,7.74B,1.29,2.51,9.82,27.23
942,CHL,166.32B,1.59,1.11,2.74,41.73
944,RCI,25.38B,2.21,3.43,127.16,49.38
946,TKC,5.31B,1.31,1.76,2.82,5.90
948,VIV,23.32B,2.16,1.41,20.86,14.52
941,CVA,1.95B,1.04,5.18,30.05,14.91
943,MBT,10.22B,1.26,12.96,7.13,10.24
945,SKM,16.97B,1.12,0.78,8.72,23.46
947,TU,23.03B,2.09,2.82,81.70,38.35
949,VOD,52.58B,1.08,0.88,3.64,19.41
